0,0
100,1255
200,9013
300,780
400,1170
500,436
600,273
700,269
800,202
900,188
1000,200
1100,227
1200,212
1300,260
1400,181
1500,180
1600,185
1700,186
1800,229
1900,189
2000,190
2100,179
2200,182
2300,181
2400,181
2500,248
2600,189
2700,182
2800,185
2900,183
3000,191
3100,192
3200,187
3300,185
3400,195
3500,195
3600,170
3700,157
3800,160
3900,163
4000,158
4100,172
4200,181
4300,168
4400,159
4500,166
4600,162
4700,171
4800,170
4900,168
5000,170
5100,162
5200,168
5300,166
5400,159
5500,161
5600,170
5700,207
5800,181
5900,169
6000,161
6100,162
6200,170
6300,163
6400,163
6500,165
6600,168
6700,172
6800,178
6900,174
7000,206
7100,159
7200,185
7300,178
7400,160
7500,162
7600,154
7700,161
7800,164
7900,160
8000,173
8100,167
8200,161
8300,162
8400,171
8500,172
8600,162
8700,164
8800,173
8900,162
9000,174
9100,172
9200,168
9300,164
9400,176
9500,165
9600,165
9700,165
9800,166
9900,170
10000,176
10100,185
10200,166
10300,173
10400,182
10500,190
10600,170
10700,172
10800,173
10900,171
11000,175
11100,169
11200,173
11300,170
11400,169
11500,182
11600,182
11700,176
11800,176
11900,170
12000,180
12100,173
12200,179
12300,175
12400,177
12500,185
12600,185
12700,184
12800,185
12900,182
13000,184
13100,191
13200,183
13300,175
13400,187
13500,186
13600,185
13700,193
13800,245
13900,192
14000,187
14100,190
14200,205
14300,191
14400,187
14500,191
14600,201
14700,201
14800,196
14900,201
15000,199
15100,201
15200,207
15300,211
15400,202
15500,263
15600,189
15700,182
15800,182
15900,199
16000,199
16100,207
16200,203
16300,219
16400,200
16500,192
16600,206
16700,204
16800,196
16900,187
17000,187
17100,203
17200,206
17300,197
17400,204
17500,206
17600,210
17700,202
17800,208
17900,201
18000,191
18100,221
18200,201
18300,198
18400,213
18500,206
18600,202
18700,198
18800,197
18900,204
19000,184
19100,222
19200,203
19300,207
19400,210
19500,207
19600,207
19700,206
19800,207
19900,209
20000,196
20100,210
20200,206
20300,209
20400,207
