0,0
100,1442
200,8869
300,783
400,1134
500,346
600,284
700,287
800,302
900,295
1000,300
1100,300
1200,232
1300,229
1400,219
1500,214
1600,209
1700,208
1800,211
1900,212
2000,214
2100,213
2200,212
2300,204
2400,212
2500,216
2600,215
2700,217
2800,217
2900,218
3000,219
3100,254
3200,221
3300,307
3400,227
3500,265
3600,207
3700,172
3800,187
3900,176
4000,182
4100,170
4200,180
4300,181
4400,180
4500,205
4600,192
4700,206
4800,223
4900,193
5000,219
5100,201
5200,190
5300,179
5400,179
5500,178
5600,186
5700,175
5800,173
5900,170
6000,179
6100,167
6200,175
6300,175
6400,170
6500,181
6600,181
6700,169
6800,172
6900,178
7000,180
7100,172
7200,202
7300,242
7400,176
7500,181
7600,170
7700,172
7800,171
7900,179
8000,182
8100,186
8200,184
8300,176
8400,178
8500,175
8600,184
8700,186
8800,183
8900,178
9000,178
9100,178
9200,181
9300,177
9400,183
9500,180
9600,190
9700,179
9800,220
9900,187
10000,181
10100,182
10200,195
10300,192
10400,229
10500,313
10600,220
10700,190
10800,201
10900,201
11000,204
11100,191
11200,192
11300,211
11400,199
11500,213
11600,206
11700,204
11800,217
11900,192
12000,200
12100,208
12200,206
12300,206
12400,211
12500,225
12600,226
12700,241
12800,219
12900,212
13000,223
13100,218
13200,235
13300,234
13400,238
13500,237
13600,242
13700,236
13800,252
13900,239
14000,233
14100,269
14200,254
14300,259
14400,256
14500,252
14600,235
14700,251
14800,282
14900,252
15000,266
15100,262
15200,253
15300,202
15400,257
15500,253
15600,261
15700,275
15800,235
15900,245
16000,317
16100,284
16200,269
16300,295
16400,275
16500,269
16600,278
16700,279
16800,244
16900,281
17000,241
17100,300
17200,234
17300,274
17400,269
17500,271
17600,283
17700,271
17800,268
17900,262
18000,341
18100,243
18200,268
18300,267
18400,267
18500,302
18600,271
18700,277
18800,264
18900,270
19000,344
19100,233
19200,252
19300,255
19400,252
19500,281
19600,280
19700,275
19800,323
19900,272
20000,278
20100,281
20200,300
20300,274
20400,279
