0,79928
100,134316
200,84439
300,63000
400,131830
500,116082
600,108877
700,115836
800,131547
900,136386
1000,124704
1100,223914
1200,113125
1300,206817
1400,136208
1500,149053
1600,162105
1700,176708
1800,207642
1900,146828
2000,160342
2100,158310
2200,166394
2300,173651
2400,183709
2500,216008
2600,201634
2700,199125
2800,275120
2900,215268
3000,223195
3100,232659
3200,248969
3300,242071
3400,258304
3500,268993
3600,279509
3700,290821
3800,302148
3900,323336
4000,302082
4100,310033
4200,345718
4300,337978
4400,345858
4500,411325
4600,380680
4700,388019
4800,394568
4900,406312
5000,404138
5100,413797
5200,440788
5300,427859
5400,463776
5500,470433
5600,477699
5700,513602
5800,566417
5900,599911
6000,634472
6100,492508
6200,530584
6300,525315
6400,547092
6500,553140
6600,574045
6700,651786
6800,618018
6900,704959
7000,827220
7100,570393
7200,603768
7300,585774
7400,631198
7500,645223
7600,564887
7700,649844
7800,669546
7900,649461
8000,755892
8100,782140
8200,706723
8300,691466
8400,737568
8500,720228
8600,733592
8700,775192
8800,783385
8900,825842
9000,792864
9100,992740
9200,882956
9300,835876
9400,847724
9500,843285
9600,904431
9700,966387
9800,912732
9900,970422
10000,902211
10100,951968
10200,1000000
10300,1052630
10400,1272439
10500,1473550
10600,1071572
10700,1060708
10800,1089227
10900,1128439
11000,1179354
11100,1148932
11200,1155140
11300,1192211
11400,1136488
11500,1278923
11600,1211781
11700,1301563
11800,1289285
11900,1271355
12000,1418942
12100,1545480
12200,1417267
12300,1449047
12400,1440465
12500,1488867
12600,1509343
12700,1535043
12800,1608442
12900,1561214
13000,1639593
13100,1560409
13200,1653843
13300,1144222
13400,1800987
13500,1813023
13600,1934169
13700,1842792
13800,2788646
13900,2517372
14000,2104614
14100,2103418
14200,2052652
14300,2173530
14400,2156929
14500,2207839
14600,2243611
14700,2403714
14800,2400039
14900,2347910
15000,2515911
15100,2830288
15200,2583782
15300,2658882
15400,2748353
15500,2854991
15600,2183608
15700,2269111
15800,2201120
15900,2492306
16000,3057330
16100,2987037
16200,2845572
16300,2841776
16400,2846870
16500,2211235
16600,2904318
16700,2882062
16800,2847872
16900,2674660
17000,2548544
17100,3505438
17200,3044551
17300,2836000
17400,3028096
17500,2873463
17600,2854535
17700,2888138
17800,2920700
17900,2938249
18000,2885403
18100,2887997
18200,3011517
18300,2842653
18400,3095227
18500,3037432
18600,3085331
18700,3234604
18800,3053709
18900,3436383
19000,2830078
19100,3346309
19200,3379956
19300,3289988
19400,3265600
19500,3276478
19600,3308250
19700,3326215
19800,3376246
19900,3378423
20000,3583158
20100,3464531
20200,3426411
20300,3450865
20400,3500309
